date,likes,views,comments,estimated_saves,estimated_shares,engagement_rate,video_url,caption,hashtags,mentions,manual_tags
2024-10-26,554,5667,8,83,55,700,https://scontent-ord5-2.cdninstagram.com/o1/v/t16/f2/m86/AQMOnrs2022hi4anOubgzMx9wDigvIuWnvyQdGsmP9gOkL1gw6LIm5qQZck25hbbhxIz1fmKWiMdOmuQv-l6vYvQOUm5JF4wLX8G1ao.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=104&vs=1007123464517843_798444193&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zODQ1OUY0ODg5QTU4Nzc0NkMwNkJGNDlDRUI0OTQ4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRDl0c2h2RF8tdWF4ZWtEQUF4NHpEckZrbnBJYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsb%2Bk5LvpZBAFQIoAkMzLBdAKAAAAAAAABgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=ee075c1a87&ccb=9-4&oh=00_AffS5IkaqDo6Bsit9DLfiGA45ADqWZWQeZABrdl6cdZjIg&oe=68E851B3&_nc_sid=10d13b,So scary🤝 anyway pyjama time🤣🎃,,,
2024-10-24,608,6114,3,91,60,762,https://scontent-lax3-1.cdninstagram.com/o1/v/t16/f2/m86/AQNfmijoAI9EGlnmuRMT6nzH-tAmM8mzTpgUWMEXSA61-Mr8y_BGKv15aSgCpQ5ILW1nj_SObUAjFJhNCuP00rA8xcUTgtGpQl0wl7E.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1060843152389414_2972839970&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EODQ2ODQ4RTk5OTI2QzAyRTA1RjcyOEUyRUVDQjU5OF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRUtvcnh1QWRiTWJPODRDQUdfWFZvV0thZHc3YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsjrufDO%2FMU%2FFQIoAkMzLBdAISHKwIMSbxgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=5dd76060a8&ccb=9-4&oh=00_AfeuGEoLHz3Z_-4lhdEoSUzYRYQDMSwYrPgEA99eVOSmEQ&oe=68E87171&_nc_sid=10d13b,When my man says no 🐝,,,
2024-10-21,1188,7814,21,178,118,1505,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQOT3wgnZubprQaJfz7ToDK_FdQsLOW6pBbvcVSbIn8frYxbEkocbZ3FWXWjAYVXA5cHtodF_lY9AyX--ELGwj-bdNWoH9LoK4-Z1zY.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=102&vs=1274484383723288_1393214405&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zNTRFOTNFM0UzQjA2NjJFQjhDREU5MkE5RTc2MDVBRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQTVGcUJ1Q09jN0xlUTBDQUItaUVOZGlSZ1phYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtKvkPT9x%2FI%2FFQIoAkMzLBdAI3dLxqfvnhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=683fd6c28f&ccb=9-4&oh=00_AfcPiSVXXq3vzkPiCwRR0RpqqHKqnpRzaR4j4E5z3-FUeQ&oe=68E85DBB&_nc_sid=10d13b,Follow meeeee x,,,
2024-10-23,0,16471,21,0,0,21,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQPTLBLP2QdItX8KPv6YQjwJscBKfTK8w2o0v5X9KnqXdYGtoVg4qr1fmZOQ3gRzJb_VFML4rgRK3OPaZknCjJcyTX3tqLjTgbQaOzk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=108&vs=432058239588216_1166856998&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DMzQ2NDVCMTRBRjY0QTNDNzA2MDc0QTNGNDE2NkI4OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSTY5clJ1N2dtc0k1ZElOQUtacWVyUjQteU5xYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpL8ot%2Fz5Nc%2FFQIoAkMzLBdAHIgxJul41RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=4e0fb4812c&ccb=9-4&oh=00_AffQYpboVIAjG6rEyL0tUwOex7Cf67BiJnA-X0ztUP6N2g&oe=68E8569A&_nc_sid=10d13b,Boo,,,
2024-10-17,713,10099,8,106,71,898,https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f2/m86/AQN1Jt0oADoOTmUlO6mzRgHM-0fdx6ldDVIH_7OrItpLn5s_Pa6f3zexjlzwY68EOchVeap_MKUeeGDrGI_mE1S-vr895QC5GJagKRk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=108&vs=850131723600685_2928675833&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRTQ1MUUwQjJBQkJFRDhGQTM1QTY5NUE0ODBERkNBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTXJhbmh1R0EtVW5fek1kQUxRY0RJbHlPM01CYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtjnncHw%2BNVAFQIoAkMzLBdAEZmZmZmZmhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=4ac4515e20&ccb=9-4&oh=00_AfcUUBuk6uI0TN6PLd2EM-WBai2zv-6QDHMZyTryEr__5w&oe=68E875A2&_nc_sid=10d13b,Waiting for boo,,,
2024-09-19,-1,4787,12,0,0,11,https://scontent-ord5-3.cdninstagram.com/o1/v/t16/f2/m86/AQOI9wwPU9pRYIchYpmUfyV0GZTjbGAyjlLVqCOMZybDQLrjb2mBJHOfpjW0FG8nFaVlTXnq37ZPt7O-mau1r5EQSm2FUiER1rhdJTY.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=109&vs=1156198485449365_116076065&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84NjQ5NUZFN0ZGOTRBM0U2NjZEOTNFMkFBQ0I3NUU4M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTndIWnh2ZWFqS2haQjBHQUlZdGMwOG9XRjFGYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJua93L345LI%2FFQIoAkMzLBdAKndLxqfvnhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=f41a26b85b&ccb=9-4&oh=00_AfeWJyaUpO0qPz5HzgVySVxmzTWnpnnCPJzVqkbz6tUYBA&oe=68E84B18&_nc_sid=10d13b,#explorepage #explore #reels,"explorepage, explore, reels",,
2024-10-06,-1,3498,0,0,0,-1,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQOj6mD6oR6MzapMyklQIZwe6-RmkFmNMGLDFZTWCKdwkBf7O0zQg2IZlwWUu7PUMosZZo8VHlOtwAFCnBu06EoA5LsrJ_MAj_RvQa4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1062483302074350_2767813645&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CQjQwREU4MjhEMEFCNDVEQjE4MTYxODQwQjU2OTRCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRHM3alJ1ZTBzYjR4OGNCQUU2eER6c3ZzWTFkYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsyz86L%2Bor4%2FFQIoAkMzLBdAGKn752yLRBgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=d7806626ca&ccb=9-4&oh=00_AfeGRHYpj7J4XOvKJTDkjk3kOf1nLg70Y93jthxHI1AzoA&oe=68E855D0&_nc_sid=10d13b,Never #santjordi #explore,"santjordi, explore",,
2024-10-15,468,3904,4,70,46,588,https://scontent-dfw5-2.cdninstagram.com/o1/v/t16/f2/m86/AQM2gnpSsTFi_zPrsoWVcermiPkIdI4JT_nM-cEte4JgkKNtYqL-FqsQzMHnWQDzpTCHwdwAU9KvLLJDFiGEkiTEfJZXCI3v7IAXRUk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=102&vs=1476170643100828_2749142108&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CNzQyMkMyREI3NTk5NDcwRkMxMDBBMTUwRjkwRDVBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQXR6bkJ0MTQxeVMwZlFCQUVQajU3SThpUGdUYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJr7fuZn93pZAFQIoAkMzLBdAFu6XjU%2FfOxgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=5877a284be&ccb=9-4&oh=00_AffdqK0d3unyZqFEdQKf7VvJBZ48NXNEN-RazheECrL-CA&oe=68E86359&_nc_sid=10d13b,lol jk my love language is buying people things and going OTT,,,
2024-09-24,591,4470,6,88,59,744,https://scontent-dfw5-1.cdninstagram.com/o1/v/t16/f2/m86/AQMU4A62UAo5uizl1aPp0m4h0IbHvYpftV_XDvGpITB33LHleEvbATwNAGH4itZd5YV8ser-3qJk1IpTLVRQYtxPeC6ycuXaHRqD5mg.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=103&vs=1156073675455875_2851481876&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjRCNTk3M0I5QTI2RjFFNzM5NjQ0NDREOTVGNTE5OF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUEwwZXh0aEl5aXlTWFVCQUxETjZNZHhSNHNwYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtSRhuWE7ppAFQIoAkMzLBdAJ3dLxqfvnhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=ad7644e581&ccb=9-4&oh=00_AffPK9X-LwkArGaS-b0OYTatN1HLBg2Xgxk7XjDYYyV0zw&oe=68E871EA&_nc_sid=10d13b,#explore #explorepage #reels #cute,"explore, explorepage, reels, cute",,
2024-10-17,11766,172997,89,1764,1176,14795,https://instagram.fmem1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQPQfuBbOS7l7F3gaomjBSIhexboon2s1bZVKvBUmiim8S1pWFyPvUXoRXvkzu9l_K2rmAeex_6OOibC-N1UliKmnbN-K3mHP6MvkHY.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=106&vs=1205829874040945_1111035577&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EQTQyQzY5ODRCQUVFNUZCREQ3OUQ4NTlGRkQ5MkU4Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRXRjcFJ1Z2hfV2k4ZVVCQU1sU0w1bnZLZDVxYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJuj63OHP7oJAFQIoAkMzLBdAIGZmZmZmZhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=ca3426dce9&ccb=9-4&oh=00_AfccBv2dTCOmMJ9BYKT_sG2zjqPsIk2G4dSJvGdg7RiynQ&oe=68E87CD9&_nc_sid=10d13b,🫶,,,
2024-10-29,503,2509,5,75,50,633,https://instagram.fagc1-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQPCiBIuVUK1yqgZX9oImcMWDniDAYpTHb17BB6MvBHplLKSPXMsYrJiYvWft2RKaZq5yyL8tqxVYY7HGQe-jn2VPo83DKLlfD4-Bek.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=100&vs=1614403229152137_1429392153&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BQTRERjRCQzVDN0RCMjVEODlGRUJBQ0MyNDVBMDY4M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTTJjdFJ2T0p2ckY4dTREQUxURGtlRVRzTVFtYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrCTl5b4iek%2FFQIoAkMzLBdAJYgxJul41RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=5d10238d9a&ccb=9-4&oh=00_AfcctxmkrhDtgKBpRxx4ZKRfANoTnCKakxK8DlAqLK6Ryg&oe=68E8542B&_nc_sid=10d13b,lol true,,,
2024-10-13,443,11660,3,66,44,556,https://scontent-atl3-1.cdninstagram.com/o1/v/t16/f2/m86/AQPKMDJTliOGwzjN0ShAkNylMH07h6gq1bNBz1KqnxxMTqY7EcVbPKE0vcE8x3RS3vwXQ354_yLmTVJVIyxQ98W986q7Htb9tTzik5g.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=106&vs=1061451625450508_2259333299&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80MDRDMzQ2OTc5N0FEQTE4QkZCMkM2MzVFQzA1OTBBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTldsa3hzUU9DUllHbm9GQUNkNU1QbTdFa0pKYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtag3ffQ4rg%2FFQIoAkMzLBdAI6p%2B%2Bdsi0RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=6995af6f9c&ccb=9-4&oh=00_AffhxulXMHjSnmOtP-vXIt7xxUrq_WvVD4Lt5Z0K6lUrEw&oe=68E85239&_nc_sid=10d13b,Always🩷,,,
2024-09-30,0,14342,6,0,0,6,https://scontent-iad3-2.cdninstagram.com/o1/v/t16/f2/m86/AQMojVUij0npP3vr4KlwFO-yawionJ2tGVUfR_mjmo2SKlk0ZCMM0Z3pMU8bx9yIlYl-gUYmKZ8PVpBe_UnomE2YEU2nXS9ReY4Nisk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=111&vs=946450457241903_3060301334&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84MTQyOEZCRUVDQTNDMDdFMEYxRDFBREMzQTcwRDlBQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUHdHaFJ1T3N6akRuODBCQVBtSzg1NmZuSWRFYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJuKRru3dnYpAFQIoAkMzLBdAN4hysCDEnBgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=d14e128bc9&ccb=9-4&oh=00_AfeH-3xXlbgc_r_k2aXXKahkeeiBwhZcMQ-BLt8VQfNNwg&oe=68E84918&_nc_sid=10d13b,Weeklu shop doneeee #explore #instagramreels #reels #mum,"explore, instagramreels, reels, mum",,
2024-10-11,1019,10632,18,152,101,1290,https://scontent-dfw5-1.cdninstagram.com/o1/v/t16/f2/m86/AQMutjo-qM4EFejZoCfq2c0PxXl3AbRf8of7fDrauc3BxmL2xx19XgNNB_t8lnfgQ3-WKxO32s4s3Tj4-aedur074LnD4O-8dYbd8LA.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=103&vs=1519492972266730_771824592&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81MjQyMUQ0NkNDODAzQjAyNUVCNTUwMDkyQjA4QzhBMV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRy1la3hzMTF2X0dnVHNCQUtnWWU1QUIyMnNSYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqS0tdGo%2Fuc%2FFQIoAkMzLBdABEOVgQYk3RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=54c66e916e&ccb=9-4&oh=00_AfcFGy5qgxB7dbO1T392q5eBvx2vZRIhodGZYuGORTU84g&oe=68E85148&_nc_sid=10d13b,🩷,,,
2024-10-14,406,5181,2,60,40,508,https://scontent-sjc3-1.cdninstagram.com/o1/v/t16/f2/m86/AQPpEjZMZ73xhczyD1123uh08w9wiOcreWx7H9-JPYNL43fzamP2cGntTzbnNrnz6FdLYLMx0TylVFrFbfjCugOH_1GO2okHDl7pLjc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=110&vs=412284308406790_15868462&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83ODRDNUU5NDgwRDJDOTdGNkJBNjc0RTYwNTk0NkE5Nl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSVBKa3h1WXZNcDFLVWdFQUpobEtkVG1vTElMYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqy4ycutp45AFQIoAkMzLBdAK6p%2B%2Bdsi0RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=91ae6c8562&ccb=9-4&oh=00_AfeDG3AfC1wGO4CJM_RfOxoMtV9BHb9G3uyDAb16YogAQw&oe=68E87D4B&_nc_sid=10d13b,True,,,
2024-09-17,921,12956,17,138,92,1168,https://scontent-atl3-3.cdninstagram.com/o1/v/t16/f2/m86/AQNOV_U2vxeB6xSuGjiFUB0YPL6z0JBkrwhCq4LDeyHsL3-vA7UwTIgAGWknL2eJEMtXeHrxLuAoN8OY0RxYAAVxRrddDWPOLJtLsj8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=111&vs=2217160108670201_2871715063&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRTRGMTc4NUVGRjg1OTBEMjk5RURENzJCRTVCNTlCRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HR0wwYXh2Z3NJZ05BaElHQUdrSGlTbXl1X010YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpapg9Kjovw%2FFQIoAkMzLBc%2F9dsi0OVgQhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=081e8ffc99&ccb=9-4&oh=00_Afeh-5we1i4wlaze3ArvprcIQYwpuYaeC1F9n7scpGZvog&oe=68E84794&_nc_sid=10d13b,It’s 12am what you doinggggg,,,
2024-09-18,372,7942,12,55,37,476,https://scontent-det1-1.cdninstagram.com/o1/v/t16/f2/m86/AQMsitqGsG0RNJ07TS6AeGUXyQr3iL6OsIa_soghnTCd1ZIAELc9s62am_QS28dCDdwc-7vniCFxzixZFZ9-NgMKpDzBXOnLZH7X_W4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=104&vs=1534237864153296_2213706610&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CMTQxRTgzNUVDMDM4RkREQTdGRTdERUYxRDcxOTFBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSE9kYnh0TDRiQ053TUVIQUVsaDhCSlJXd2t0YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsS%2Bu8upvYBAFQIoAkMzLBdAJ92yLQ5WBBgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=09d33b05d3&ccb=9-4&oh=00_AfcUQyRO1tBc2Ym-j0hSAhWav_1xCkMI1rEEcPHT1VUUWA&oe=68E86BB4&_nc_sid=10d13b,Love the haters too🩷,,,
2024-09-19,558,11542,4,83,55,700,https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f2/m86/AQMikgxWPQ4_g2vTfKaDpgfFK5Pw2XE1OhXDFVcIefBWAir0Q7xxpGiqLNKSRBSAetgbnwI2Y-KTEu2aE-4SVp-tq3plx7LetlFYRRc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=103&vs=492076450493966_1670762260&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82MTQwNjdFRDQ3QzNFRTYyMkE4MTY0QUQ0MDExOUJBNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQTBmY2h2T0FSaGUwQzRFQUlrUnQyT2x4U3hMYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqSW3%2FX55ec%2FFQIoAkMzLBdAF3bItDlYEBgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=97b77f3f15&ccb=9-4&oh=00_AffHPQkT1pftcA6bDxn-ew0z9Ka4w-NRxY3DfqGNHEHOSw&oe=68E87791&_nc_sid=10d13b,lol everyday,,,
